,,,,,,,,,"Normalized abundance",,,,,,,,,,,,"Raw abundance",,,,,,,,,,,
"Cre01.g010900.t1.2|PACid:30788366|","48","47","2855.82","0.0518240453183584","1.03666244384154","25 fmol","100 fmol","glyceraldehyde-3-phosphate dehydrogenase B subunit","44773.3012219549","42271.9006443115","42842.8733839428","44368.6537723343","44117.9510550138","42926.7722421281","43029.2603203392","43751.7857819696","41716.3780753013","41301.1853718591","42655.090778636","42421.3382379454","40549.9786592381","40302.2795659313","42842.8733839428","44882.7600551393","47745.6127861644","42899.4835280582","42626.4682034344","43919.8312102821","39626.990816168","41116.8533351793","40875.1213085238","41119.9594621433"
"Cre01.g042750.t1.2|PACid:30789585|","46","45","2897.52","0.0107465560878014","1.04632370537125","25 fmol","100 fmol","aconitase 2","7692.83877717023","7353.176021214","7225.18058259476","7287.89722971125","7138.73939507671","7046.54497125369","7174.45382166858","6946.23489482546","7079.13695861098","7045.40785309588","7062.70764114979","7063.17564979478","6967.19785518626","7010.56141757253","7225.18058259476","7372.34319405033","7725.73246916313","7042.06545553757","7107.29455792684","6972.91456051675","6724.57457209981","7013.96337112501","6767.98539937059","6846.49538315992"
"P02787ups|TRFE_HUMAN_UPS","46","46","2442.8","2.01224592544236E-11","2.87522088067825","100 fmol","25 fmol","Serotransferrin (Chain 20-698) - Homo sapiens (Human)","4807.80174413407","4573.72081590609","4352.50694822225","4312.62402009487","7488.28668910746","7539.37633522966","7653.02003889918","7360.71138147983","13088.4252731208","12750.8998987","13265.3252613072","12783.4646179707","4354.29715481614","4360.61242029751","4352.50694822225","4362.5950450325","8104.02179022504","7534.58352472165","7581.38097006011","7388.98300227605","12432.8844455251","12693.9911362356","12711.7717804631","12391.3004330095"
"Cre03.g204250.t1.2|PACid:30788072|","45","43","2575.24","0.588243903029337","1.02259205930476","50 fmol","25 fmol","S-adenosyl-L-homocysteine hydrolase","12704.351903508","12974.1705808664","13224.7544062321","13809.3371423254","13495.3329793315","12984.9786962541","13809.6940937616","13613.4947659257","12860.5866059764","13056.0258659492","13335.6996411784","13793.8770047627","11505.9909478841","12369.650806239","13224.7544062321","13969.3480144756","14605.0060676671","12976.7240953993","13680.4230843038","13665.782587277","12216.4572007101","12997.7552904888","12779.2094827804","13370.7159373458"
"Cre06.g250100.t1.2|PACid:30778980|","43","39","2166.29","0.426107527700336","1.02496978839353","25 fmol","50 fmol","chloroplast heat shock protein 70-2","8903.73776025051","8318.35481498549","8501.83583261557","8384.4396027581","8335.80673852564","8432.55479924561","8461.28601334325","8047.7898883526","8117.89121652114","8137.57797000755","8566.08181420559","8543.05024082533","8063.87660306293","7930.76857610543","8501.83583261557","8481.59136895086","9021.23038990757","8427.19419175578","8382.0808566736","8078.70049633318","7711.30226365921","8101.25900464744","8208.62473629435","8280.97118519391"
"Cre08.g372100.t1.2|PACid:30774022|","43","35","2701.5","0.42834454098867","1.04545765459405","25 fmol","50 fmol","heat shock protein 70B","8286.27841817105","7503.63005142015","7559.66123897321","7655.82943638338","7668.84804865197","6966.28623000522","7944.02884398138","7078.08699045873","7501.49644098352","7803.02167307598","7700.80417301438","7412.8953520252","7504.66022944445","7154.00517796103","7559.66123897321","7744.53868669159","8299.43006623961","6961.85773507932","7869.66567410584","7105.27308443606","7125.77995236764","7768.19587172659","7379.45457386773","7185.48657429506"
"Cre11.g467770.t1.1|PACid:30775977|","42","41","3114.76","0.0216727800521824","1.04418940545459","25 fmol","100 fmol","Phosphoglycerate kinase family protein","27881.4407228904","26744.9106052157","27357.3757544868","27014.1879136575","25504.9410569018","25893.4857346465","26639.8680822891","26666.913558254","26081.7992179929","25414.6904338752","26384.5834229902","26504.1222037679","25251.4734327346","25498.7556213017","27357.3757544868","27327.2053832105","27602.1213749995","25877.0251462636","26390.4952420626","26769.3380154635","24775.4782597597","25301.2616882572","25283.5717473082","25691.04313696"
"Cre07.g353450.t1.2|PACid:30774591|","41","39","2029.56","0.0770541912596118","1.03328350435817","25 fmol","100 fmol","acetyl-CoA synthetase","10271.8209943713","9755.25868436799","9757.58120876178","9806.4238217239","9446.29226446608","9601.60585897865","9711.72700360892","9705.29212961163","9631.23461800011","9349.27471501687","9587.0836140241","9748.20764615346","9302.91291339999","9300.72120587948","9757.58120876178","9920.05233352113","10223.0271791573","9595.50208123782","9620.81660799758","9742.56900742745","9148.84904597733","9307.54780490082","9187.02078848855","9449.15742615194"
"Cre05.g234550.t1.2|PACid:30783068|","41","41","3045.87","0.627919770018804","1.02743510420973","25 fmol","100 fmol","fructose-bisphosphate aldolase 2","53004.7883883503","49546.9409636992","50175.3163703276","48110.3461163969","48210.1324717038","46946.6174889375","51613.4629463001","50582.4714240396","49978.2049799766","46867.4367287751","50193.7389924576","48435.1470970713","48005.0159207625","47238.3459442205","50175.3163703276","48667.8079527031","52174.2796825118","46916.7733437971","51130.3150639949","50776.7527070463","47475.0196715344","46658.2618591341","48099.1865869543","46949.2799591364"
"Cre06.g282800.t1.2|PACid:30779483|","40","36","2744.76","0.203100249861696","1.0287467007607","25 fmol","100 fmol","isocitrate lyase","32687.4368248988","32593.5397104647","31501.9350212084","30952.8001896079","31028.5312187221","31369.4867857737","31693.2406826039","30837.3076624014","30784.2308348511","30486.189576297","32103.3734101306","30792.5453288024","29604.1352658822","31074.8731292546","31501.9350212084","31311.4549536118","33579.8966512556","31349.5450824798","31396.5637838823","30955.750109527","29242.3860569451","30350.1261349065","30763.7203109449","29847.9083463701"
"gi|41179050|ref|NP_958406.1|","39","34","2859.65","0.0456834695429815","1.04862808720534","25 fmol","100 fmol","ATP synthase CF1 alpha subunit (chloroplast) [Chlamydomonas reinhardtii]","52405.6010832989","48893.0096088192","49567.7990129806","50034.8103337986","47624.43207696","46835.8383070967","49062.2665583862","49161.4690029995","48148.9531931284","46625.1560008018","48161.7298563528","48648.9778072477","47462.3480412538","46614.8839309303","49567.7990129806","50614.5712272337","51540.4192337057","46806.0645847079","48603.0001415322","49350.2923839753","45737.3869454371","46417.0624584795","46151.9718835708","47156.5508869156"
"P02788ups|TRFL_HUMAN_UPS","37","35","2020.63","1.07970599128038E-09","3.36669093217173","100 fmol","25 fmol","Lactotransferrin (Chain 20-710) - Homo sapiens (Human)","2970.51244925919","2641.10308499296","2411.16815000867","2741.69864756884","5015.20804931092","5136.57504523557","5080.75460971963","5552.67636978385","8848.27448888698","9040.53592787855","8989.27946011393","9362.5951792142","2690.31349346641","2518.04326920308","2411.16815000867","2773.46712329284","5427.59071621122","5133.30970474089","5033.19423128209","5574.00354219895","8405.10389653539","9000.18695519754","8614.16261696039","9075.37456905065"
"Cre02.g116750.t1.1|PACid:30784898|","34","30","1784.24","0.466005049988183","1.01924162643184","25 fmol","50 fmol","ATPase, F1 complex, alpha subunit protein","11090.9605841608","10509.6975322002","10477.2107643122","10568.5620929783","10457.7275917066","10407.6787243331","10687.3202470838","10288.6090610387","10279.5481622124","10398.8087795212","10848.2016190028","10422.154706801","10044.7856808387","10020.0076561523","10477.2107643122","10691.021615868","11317.6292252146","10401.0625229742","10587.2774316992","10328.1263901145","9764.69145722704","10352.3976757208","10395.5131512263","10102.4295048877"
"Cre07.g339150.t1.1|PACid:30775388|","34","27","1797.29","0.998563852857356","1.00340807887106","50 fmol","100 fmol","TCP-1/cpn60 chaperonin family protein","5294.75210026961","4678.73606833592","4852.27000065507","4818.93278704506","5023.4010408889","4549.42329149553","4710.84464674232","5425.37173498867","5029.0834609575","4882.7937356544","4908.42477806723","4821.79691721963","4795.31503847673","4460.7345817713","4852.27000065507","4874.77048802529","5436.45738825941","4546.53120562697","4666.74695429898","5446.20994537633","4777.19910777911","4861.00125425521","4703.59937289712","4673.87645006932"
"gi|41179032|ref|NP_958388.1|","34","33","2271.52","0.00565050097292308","1.07470002959108","25 fmol","100 fmol","photosystem II 47 kDa protein (chloroplast) [Chlamydomonas reinhardtii]","38875.9649692401","37478.707411979","38125.8516987167","38222.326230941","36052.5267089382","35946.7421043532","37371.0643117944","35657.902134514","33985.0064656964","35371.713700967","36111.2953625578","36620.796331126","35208.9193076289","35732.4208484717","38125.8516987167","38665.2140895536","39016.9973682898","35923.8906222642","37021.237937995","35794.8599141754","32282.8491167815","35213.8455921307","34604.3942612301","35497.3634297171"
"Cre12.g514050.t1.2|PACid:30792611|","33","33","1407.06","0.11124835226553","1.05753717148519","25 fmol","50 fmol","glutamate synthase 1","1178.54317542618","1178.71933689476","1136.31038143698","1199.35150043172","1100.69058229258","1066.1405353577","1152.15901006667","1118.60745346215","1102.12119912424","1099.49815984087","1187.23265574437","1180.9346812797","1067.37496026065","1123.7979726775","1136.31038143698","1213.24856714975","1191.19644232768","1065.46278572249","1141.3737778033","1122.90389223078","1046.92086540126","1094.59097053615","1137.69020154794","1144.70660848281"
"Cre04.g229300.t1.1|PACid:30791545|","33","31","2153.42","0.126705961138002","1.04002478559908","25 fmol","100 fmol","rubisco activase","11989.8224529846","12032.010710568","12281.2725869903","12514.3057674089","11578.4570687626","11983.2127166699","11952.9657711069","12384.4253370694","11596.5247522082","11411.1744418862","12079.3475088605","11851.6534068041","10858.8607792488","11471.3900252045","12281.2725869903","12659.3109157053","12530.5122891364","11975.5949422978","11841.0753888323","12431.992448285","11015.7065655537","11360.2450313416","11575.2841159063","11488.0748201206"
"Cre03.g194850.t1.2|PACid:30788115|","33","31","2301.21","0.971849524321394","1.00483328768923","25 fmol","100 fmol","malate dehydrogenase","15560.0087112764","14480.0644969592","15014.3402066924","14443.499944745","15121.080299141","14277.7639455221","14813.6280772656","15014.8332315684","14764.2180605674","14349.0211457112","15462.4350630525","14636.0517837515","14092.2827658377","13805.3789537306","15014.3402066924","14610.8589569293","16364.4327899774","14268.6875161164","14674.9593535213","15072.5034280265","14024.7442488397","14284.9797805946","14817.1976050276","14187.0549358426"
"Cre12.g542250.t1.1|PACid:30793243|","33","32","2266.92","0.172298000609602","1.03357684292464","25 fmol","100 fmol","tubulin beta chain 2","19308.8911776321","18156.5390481983","18414.8866870873","18974.7476386762","17613.0520663975","17860.9784887191","18281.5094633457","18818.7494657311","18012.1128241352","17740.9831390781","18227.0080536792","18443.214156318","17487.5451176827","17310.5514896858","18414.8866870873","19194.6109012791","19061.3105059238","17849.6241960591","18110.3782879052","18891.0300540031","17109.9664542637","17661.8030495653","17466.406745024","17877.4232487804"
"Cre09.g396213.t1.1|PACid:30780284|","32","28","2062.64","0.0221651894764241","1.06090126247925","25 fmol","100 fmol","PS II oxygen-evolving complex 1","84069.1159417558","79425.9786550087","78523.494159044","81102.4092605636","79717.7553012584","77761.8198802974","76566.1766424678","77637.3573929414","75445.4544417822","75742.215295498","74549.0309539333","78835.4677509862","76139.1446308539","75725.1968272361","78523.494159044","82042.1551082836","86272.661938672","77712.3863925827","75849.4491843723","77935.5532892452","71666.7282305652","75404.1689008884","71438.1478986588","76416.9960861815"
"Cre09.g393150.t1.2|PACid:30780797|","32","29","1605.89","0.753275129606556","1.01183205710971","25 fmol","50 fmol","Multicopper ferroxidase, iron-deficiency inducible; plasma membrane localized [PMID: 12481087]. Expression of this gene under iron-deficient conditions was studied by Busch et al. 2008 [PMID: 18363784]. Cis-acting regulatory elements were characteri","48948.4031849983","46934.9011349018","47496.6677789722","47353.0327459626","47386.8679309622","46640.6467681343","46601.402318702","47873.7139323048","48706.8422831243","45450.68333644","48087.0964206832","47519.2804207723","44331.2565833805","44748.0117550075","47496.6677789722","47901.7194780299","51283.3210354565","46610.9971297569","46165.171778113","48057.5911985437","46267.3338599511","45247.8316034338","46080.452853111","46061.5097433336"
"Cre17.g698000.t1.2|PACid:30782086|","31","27","2218.88","0.150333083084523","1.03698975166441","25 fmol","100 fmol","ATP synthase alpha/beta family protein","13501.3553920366","12939.7302002655","12695.2795766005","13051.8346565987","12615.7398119097","12361.0099451639","13133.5916241505","12840.8440290523","12722.5318033825","12209.303428686","12666.9697773377","12727.8252603118","12227.815641823","12336.8151441046","12695.2795766005","13203.0682332025","13653.0870919034","12353.1520036419","13010.6495346637","12890.1641904169","12085.3169472432","12154.8118748192","12138.385285524","12337.3679493477"
"Cre12.g513200.t1.2|PACid:30792008|","30","30","1892.42","0.338033239927384","1.0319073899713","25 fmol","100 fmol","Enolase","10400.2748381667","9827.50872375746","9570.53268981019","9568.21211653184","9305.98839578908","9494.59180877497","9838.13161703071","9879.04319804032","9498.9992156781","9437.43368887359","9633.11695064727","9579.7344224928","9419.25011620706","9369.60481985806","9570.53268981019","9679.08043337465","10071.1866238718","9488.55606027708","9746.03796190137","9916.98743313521","9023.2367249861","9395.31331491247","9231.13318361797","9285.85253255039"
"Cre02.g141400.t1.2|PACid:30784858|","30","29","1949.25","0.0547597784827263","1.06243536238952","25 fmol","100 fmol","phosphoenolpyruvate carboxykinase 1","12743.4276311024","12091.4525232333","11849.3313510289","12013.8948112144","11451.8139716572","11423.4672418721","11700.5507907384","11837.2513916131","10965.7243122784","11517.5696131573","11264.0205440882","12088.9858274205","11541.3807868462","11528.0622002293","11849.3313510289","12153.1016222909","12393.455781936","11416.2052998493","11591.0232370025","11882.7168724978","10416.5001053282","11466.1653484787","10793.9802203378","11718.1264856304"
"Cre06.g269050.t1.2|PACid:30779340|;Cre09.g410250.t1.1|PACid:30781251|","30","30","1693.37","0.550548829979326","1.05044381517769","100 fmol","50 fmol","NAD(P)-binding Rossmann-fold superfamily protein","3066.06353594233","2903.41193054283","2855.04082764421","2955.12201090944","2972.74233936835","2300.41538323775","2990.66058968366","2986.48188488485","2940.62803755532","3005.70892301417","2930.42316443717","2941.04813600781","2776.85155119552","2768.13007071505","2855.04082764421","2989.36345533233","3217.18033712691","2298.95300033878","2962.66534875006","2997.95260815987","2793.34509883932","2992.29409139475","2808.13849285418","2850.82425854914"
"Cre12.g490350.t1.1|PACid:30792879|","30","30","1528.43","0.150792982108857","1.06432264065539","25 fmol","100 fmol","4-hydroxy-3-methylbut-2-enyl diphosphate synthase","1790.39390943614","1688.26255799142","1735.66748969573","1859.5120909529","1660.86932210678","1645.90688058618","1698.94939412955","1854.8083545977","1644.77246588241","1642.39651908875","1681.53374275402","1677.6240324763","1621.51176790299","1609.59948702994","1735.66748969573","1881.05853799671","1797.43668156407","1644.86057125743","1683.04571793617","1861.93245385023","1562.39315125963","1635.06631070191","1611.36442250573","1626.15879351108"
"Cre17.g720250.t1.2|PACid:30782643|","30","29","1916.44","0.0477277349843374","1.07846555842294","25 fmol","100 fmol","light harvesting complex photosystem II","30493.9065240844","27891.3832028325","27051.8198858758","29079.0836134951","26645.075167852","26964.2905861809","27320.0633434486","27725.9990498099","25668.4732095996","26688.9983936687","26136.4498146597","27690.4553866007","27617.5136753616","26591.8093624292","27051.8198858758","29416.0273409433","28836.0046466375","26947.1492830391","27064.3232710848","27832.4913289807","24382.8539070625","26569.8822620964","25045.7925946658","26840.9826346971"
"Cre04.g231222.t1.1|PACid:30791114|","29","27","1605.48","0.68239305761561","1.02501431432096","25 fmol","100 fmol","chaperonin-60alpha","4227.04735939286","3882.50428033218","3710.70552459561","3734.02299456073","3631.19632517394","3879.0741754551","3886.9523943647","3811.83011967046","3756.64684879013","3761.37687782239","3921.37543403822","3735.29639390415","3828.32347709306","3701.60249567414","3710.70552459561","3777.28968215266","3929.77664525051","3876.60823309557","3850.56706560054","3826.47090778152","3568.4931685076","3744.58941144905","3757.73896237627","3620.70699973909"
"Cre02.g081250.t1.2|PACid:30785406|","29","28","1712.28","0.266221839847817","1.03076237697905","25 fmol","50 fmol","plastid transcriptionally active 16","2325.72885835045","2198.11206990156","2343.01964615582","2340.08025342599","2280.09085197454","2213.01110549707","2182.69518215028","2256.36902540385","2261.36979184848","2223.28552516138","2343.338661434","2273.41830649503","2106.35028017635","2095.69302085172","2343.01964615582","2367.1951162462","2467.5745888539","2211.60428583332","2162.26321547386","2265.03547164206","2148.10786813237","2213.36274097774","2245.55264810367","2203.67561436217"
"Cre08.g358580.t1.1|PACid:30774147|","29","26","1455.84","0.00825039113463311","1.12795925866193","25 fmol","100 fmol","carbamoyl phosphate synthetase B","1699.6352829222","1579.85236867147","1641.18579886449","1703.83048092371","1556.29546550544","1514.41507101594","1568.33902731921","1539.99064172734","1592.30655568047","1400.06498965702","1479.71371875412","1400.91403132654","1539.31411287555","1506.24057268796","1641.18579886449","1723.57302167269","1684.26408978578","1513.45235153583","1553.65798023321","1545.90556342393","1512.55502442174","1393.81633532171","1417.96621814377","1357.93755149779"
"Cre07.g325500.t1.1|PACid:30775304|","29","29","1231.39","0.0427709413501567","1.0678926926343","25 fmol","50 fmol","magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)","1673.55023412486","1651.58204786401","1714.65409569698","1617.41017193703","1589.68804196019","1558.72471817464","1560.58386028735","1524.95983937977","1502.03151382903","1577.41537107165","1682.89226271302","1579.3365153506","1515.68958345313","1574.6280721836","1714.65409569698","1636.15134753213","1720.40241867944","1557.73383088156","1545.97540845683","1530.81702954441","1426.8014566523","1570.37518117342","1612.66625230168","1530.88648745667"
"gi|41179007|ref|NP_958362.1|","28","26","1787.4","0.101476891413721","1.03565359118256","25 fmol","100 fmol","elongation factor Tu (chloroplast) [Chlamydomonas reinhardtii]","21490.1435813599","20456.9894201506","20760.8393326084","20560.4433888768","19769.0640413176","20188.9768046746","21072.5609971894","20549.7442546066","20027.0641821013","20090.0684680976","20109.5198102091","20175.1502581203","19463.0469459509","19503.8144517204","20760.8393326084","20798.6803472871","21394.6036542957","20176.1425945393","20875.3030989715","20628.6733888866","19023.9978884649","20000.4041351149","19270.3624982121","19556.2279554511"
"Cre01.g050950.t1.2|PACid:30789075|","28","27","1266.1","0.199061891467765","1.02748495060172","25 fmol","100 fmol","Pyridine nucleotide-disulphide oxidoreductase family protein","6999.50844784159","6531.18962018456","6660.3609331677","6699.68707054363","6594.39739531319","6402.5229602916","6691.28381688795","6515.13783784037","6480.15391464415","6499.49144536428","6502.09695381318","6689.68341459386","6339.26716232296","6226.87473141118","6660.3609331677","6777.31735505639","7136.63116861663","6398.45285184264","6628.64745378642","6540.16171078422","6155.59191642752","6470.48345238006","6230.76863500688","6484.46093991009"
"Cre03.g144807.t1.1|PACid:30786652|","28","27","1981.94","0.0174685005886913","1.06825661965657","25 fmol","100 fmol","malate synthase","8783.28510895085","8091.05157281594","8287.54611660293","8266.1860061612","8322.60215274553","7833.31269462824","8158.27087789266","8021.06821572138","7857.49381036203","7761.83564016331","7897.46290892335","7775.37863152324","7954.78586580778","7714.05632346172","8287.54611660293","8361.96755009554","9006.94003814412","7828.33302764704","8081.90221218181","8051.87618892163","7463.9470018051","7727.19365691167","7567.90686736715","7536.84978860619"
"Cre13.g565800.t1.2|PACid:30784628|","28","27","1525.85","0.413139672458723","1.06102484524214","25 fmol","50 fmol","reversibly glycosylated polypeptide 1","8598.16151457602","8251.3214672418","8297.21785913619","8258.22581350092","8035.3260272554","8129.78647582448","8300.70670536842","7017.82304955323","8863.56967809819","7862.54158854747","7249.66912651917","7878.23961962402","7787.12438907174","7866.8585867312","8297.21785913619","8353.91512148237","8696.04222166897","8124.61833932131","8223.004713729","7044.7776768697","8419.63301795888","7827.45014283114","6947.14510235081","7636.55526317692"
"Cre02.g076250.t1.1|PACid:30786008|","28","27","1536.89","0.543061098035351","1.0341086095711","50 fmol","100 fmol","Translation elongation factor EFG/EF2 protein","3438.45841146566","3213.11291132157","3186.46886077869","3030.9508288514","3308.86058345663","3123.8209490701","3296.47962719792","3199.54078762577","3277.57046182189","3221.23467759746","2907.35555091403","3096.10631304515","3114.11960700455","3063.40081366584","3186.46886077869","3066.07091322406","3580.93638537567","3121.83512408881","3265.62164829037","3211.82984491681","3113.41158035139","3206.8579292451","2786.0334759888","3001.12564504208"
"Cre03.g149100.t1.2|PACid:30787831|","28","23","1583.08","0.166982461230047","1.07036407206927","25 fmol","100 fmol","citrate synthase 2","4661.72645107582","4301.35774863123","4188.08402333251","4304.27134352629","3855.38631668721","4043.42761969449","4461.65575752666","4084.52049726576","3953.58767070755","3913.20308289212","4231.59405920954","4209.56126092283","4222.00067779762","4100.93986445223","4188.08402333251","4354.1455847408","4172.40098000209","4040.85719721889","4419.89069454171","4100.20865682648","3755.57010331155","3895.73799834996","4055.01236408691","4080.42262673652"
"Cre13.g567950.t1.2|PACid:30784437|","28","25","1389.72","0.194559875871706","1.11554791355219","25 fmol","100 fmol","ADPGLC-PPase large subunit","3050.47994183733","2728.98863982703","2943.57304331586","2753.7883670321","2698.08917472333","2753.42080314638","2838.0206403942","2649.28857275734","2505.99656899981","2739.58554013346","2156.27134549276","2886.21203551248","2762.73790777085","2601.83387588843","2943.57304331586","2785.69692815886","2919.94342253666","2751.6704429612","2811.4542450378","2659.46417644929","2380.48238142465","2727.3584483993","2066.2915307932","2797.6703901638"
"Cre03.g190950.t1.2|PACid:30788226|","28","27","1928.31","0.0294605441524212","1.05314281832719","25 fmol","100 fmol","tubulin alpha-2 chain","16713.6706557464","15999.4890682518","15925.9094147031","15675.3853260719","16100.4491454127","15141.8908967014","15495.6745294056","15235.2447697399","15332.9085766011","15205.5565952458","15407.1455160406","15123.4611849382","15137.1234622234","15254.0073077485","15925.9094147031","15857.0183799589","17424.331642728","15132.2651384724","15350.6212447314","15293.761540816","14564.9515941522","15137.6924119102","14764.2152552084","14659.5118561275"
"Cre06.g259900.t1.2|PACid:30779752|","27","24","1323.48","0.440457959110707","1.01973918823189","25 fmol","100 fmol","ATPase, F1 complex, gamma subunit protein","7657.74058410767","7238.16732093895","7220.2171885202","7347.09271475519","7382.48827158445","7129.66742788597","7233.13966322169","7509.46997350165","7190.16057291284","7237.30933293264","7238.04485505717","7227.38074447439","6935.41036262212","6900.91144394109","7220.2171885202","7432.22458610717","7989.52394624893","7125.13507090475","7165.43104784863","7538.31295843455","6830.03750889591","7205.00837213914","6936.00590425139","7005.66308312332"
"Cre01.g039300.t1.2|PACid:30789032|","27","27","1149.27","0.0827320758153854","1.05811786672779","25 fmol","100 fmol","poly(A) binding protein 2","3344.27341088187","3145.03559060319","2988.39301932726","3170.27788343132","2977.17922433105","3057.22956485188","3108.15567065203","3061.26167985491","2992.91338214379","2944.1911015742","3075.05137177106","2941.12487244841","3028.81877683435","2998.49549429595","2988.39301932726","3207.01237139827","3221.98205131218","3055.28607226943","3079.06057134214","3073.01962346734","2843.01170378972","2931.0508312105","2946.7314582305","2850.89864091089"
